Enrollment	Evento	FechaHora
49913	Cambio de pesta–a	10/04/21 16:46
49300	Regres— al navegador	10/04/21 16:47
49913	Cambio de pesta–a	10/04/21 16:47
49913	Cambio de pesta–a	10/04/21 16:47
49913	Cambio de pesta–a	10/04/21 16:47
49913	Cambio de pesta–a	10/04/21 16:47
49913	Cambio de pesta–a	10/04/21 16:47
49160	Salida del navegador	10/04/21 16:49
49160	Regres— al navegador	10/04/21 16:49
49840	Cambio de pesta–a	10/04/21 16:49
49703	Regres— al navegador	10/04/21 16:49
49242	Regres— al navegador	10/04/21 16:49
49242	Salida del navegador	10/04/21 16:49
49599	Regres— al navegador	10/04/21 16:49
49599	Salida del navegador	10/04/21 16:49
49599	Salida del navegador	10/04/21 16:49
49242	Regres— al navegador	10/04/21 16:50
49242	Salida del navegador	10/04/21 16:50
49756	Salida del navegador	10/04/21 16:50
49850	Salida del navegador	10/04/21 16:50
49194	Salida del navegador	10/04/21 16:50
49824	Salida del navegador	10/04/21 16:50
49342	Salida del navegador	10/04/21 16:50
50862	Salida del navegador	10/04/21 16:50
50303	Salida del navegador	10/04/21 16:50
49868	Regres— al navegador	10/04/21 16:50
50769	Salida del navegador	10/04/21 16:50
49262	Salida del navegador	10/04/21 16:51
50615	Salida del navegador	10/04/21 16:51
49545	Salida del navegador	10/04/21 16:51
49455	Cambio de pesta–a	10/04/21 16:51
49455	Cambio de pesta–a	10/04/21 16:51
49671	Salida del navegador	10/04/21 16:51
49850	Regres— al navegador	10/04/21 16:51
49671	Regres— al navegador	10/04/21 16:52
49212	Regres— al navegador	10/04/21 16:52
49671	Salida del navegador	10/04/21 16:52
49671	Regres— al navegador	10/04/21 16:52
49262	Regres— al navegador	10/04/21 16:52
49671	Salida del navegador	10/04/21 16:52
49297	Cambio de pesta–a	10/04/21 16:52
50615	Regres— al navegador	10/04/21 16:52
49390	Salida del navegador	10/04/21 16:52
49455	Cambio de pesta–a	10/04/21 16:53
49160	Salida del navegador	10/04/21 16:53
50615	Salida del navegador	10/04/21 16:53
50769	Regres— al navegador	10/04/21 16:53
49194	Regres— al navegador	10/04/21 16:53
49342	Regres— al navegador	10/04/21 16:53
49321	Regres— al navegador	10/04/21 16:53
49321	Salida del navegador	10/04/21 16:53
49321	Cambio de pesta–a	10/04/21 16:53
50862	Regres— al navegador	10/04/21 16:53
49269	Salida del navegador	10/04/21 16:53
49194	Salida del navegador	10/04/21 16:53
49242	Regres— al navegador	10/04/21 16:53
49160	Regres— al navegador	10/04/21 16:53
49194	Regres— al navegador	10/04/21 16:53
49599	Regres— al navegador	10/04/21 16:54
49160	Salida del navegador	10/04/21 16:54
49194	Salida del navegador	10/04/21 16:54
49160	Regres— al navegador	10/04/21 16:54
49455	Cambio de pesta–a	10/04/21 16:54
49194	Regres— al navegador	10/04/21 16:54
50615	Regres— al navegador	10/04/21 16:54
50615	Salida del navegador	10/04/21 16:54
49269	Regres— al navegador	10/04/21 16:54
49297	Cambio de pesta–a	10/04/21 16:54
50303	Regres— al navegador	10/04/21 16:54
49868	Regres— al navegador	10/04/21 16:54
49269	Salida del navegador	10/04/21 16:54
49269	Cambio de pesta–a	10/04/21 16:54
49269	Cambio de pesta–a	10/04/21 16:54
49824	Regres— al navegador	10/04/21 16:54
50597	Salida del navegador	10/04/21 16:54
50303	Salida del navegador	10/04/21 16:54
49868	Regres— al navegador	10/04/21 16:54
49269	Cambio de pesta–a	10/04/21 16:54
49269	Creo una nueva pestana	10/04/21 16:54
50597	Regres— al navegador	10/04/21 16:54
49269	Cambio de pesta–a	10/04/21 16:54
49269	Regres— al navegador	10/04/21 16:55
49160	Salida del navegador	10/04/21 16:55
49269	Salida del navegador	10/04/21 16:55
49269	Cambio de pesta–a	10/04/21 16:55
49840	Regres— al navegador	10/04/21 16:55
49840	Salida del navegador	10/04/21 16:55
49840	Cambio de pesta–a	10/04/21 16:55
49269	Cambio de pesta–a	10/04/21 16:55
49269	Cambio de pesta–a	10/04/21 16:55
49321	Cambio de pesta–a	10/04/21 16:55
49868	Regres— al navegador	10/04/21 16:55
49242	Salida del navegador	10/04/21 16:55
49269	Regres— al navegador	10/04/21 16:55
49269	Salida del navegador	10/04/21 16:56
49269	Cambio de pesta–a	10/04/21 16:56
49756	Regres— al navegador	10/04/21 16:56
49269	Cambio de pesta–a	10/04/21 16:56
49840	Cambio de pesta–a	10/04/21 16:56
49840	Cambio de pesta–a	10/04/21 16:56
49840	Cambio de pesta–a	10/04/21 16:56
49756	Salida del navegador	10/04/21 16:56
49840	Cambio de pesta–a	10/04/21 16:56
49756	Regres— al navegador	10/04/21 16:56
49297	Cambio de pesta–a	10/04/21 16:56
49297	Cambio de pesta–a	10/04/21 16:56
49840	Cambio de pesta–a	10/04/21 16:56
49840	Cambio de pesta–a	10/04/21 16:56
49297	Cambio de pesta–a	10/04/21 16:56
49563	[Login] Acceso concedido---sin Azure	10/04/21 16:56
49297	Cambio de pesta–a	10/04/21 16:56
49297	Creo una nueva pestana	10/04/21 16:56
49160	Regres— al navegador	10/04/21 16:56
49194	Salida del navegador	10/04/21 16:57
49194	Regres— al navegador	10/04/21 16:57
49321	Cambio de pesta–a	10/04/21 16:57
49194	Salida del navegador	10/04/21 16:57
49194	Regres— al navegador	10/04/21 16:57
49269	Regres— al navegador	10/04/21 16:57
49756	Salida del navegador	10/04/21 16:57
49690	[Login] Acceso concedido---sin Azure	10/04/21 16:57
49756	Regres— al navegador	10/04/21 16:57
49570	[Login] Acceso concedido---sin Azure	10/04/21 16:57
49585	[Login] Acceso concedido---sin Azure	10/04/21 16:57
49756	Salida del navegador	10/04/21 16:57
49840	Cambio de pesta–a	10/04/21 16:57
49756	Regres— al navegador	10/04/21 16:57
50303	Regres— al navegador	10/04/21 16:57
49840	Cambio de pesta–a	10/04/21 16:57
49297	Cambio de pesta–a	10/04/21 16:57
49690	Regres— al navegador	10/04/21 16:57
49390	[Login] Acceso concedido---sin Azure	10/04/21 16:57
49212	[Login] Acceso concedido---sin Azure	10/04/21 16:57
49297	Cambio de pesta–a	10/04/21 16:57
49212	Salida del navegador	10/04/21 16:57
49212	Regres— al navegador	10/04/21 16:57
49297	Cambio de pesta–a	10/04/21 16:57
49297	Cambio de pesta–a	10/04/21 16:57
49455	Cambio de pesta–a	10/04/21 16:57
49756	Salida del navegador	10/04/21 16:58
50862	Salida del navegador	10/04/21 16:58
49455	Cambio de pesta–a	10/04/21 16:58
49756	Regres— al navegador	10/04/21 16:58
50862	Regres— al navegador	10/04/21 16:58
49321	Cambio de pesta–a	10/04/21 16:58
49321	Cambio de pesta–a	10/04/21 16:58
49269	[PaperTwo] Acceso permitido 	10/04/21 16:58
49756	Salida del navegador	10/04/21 16:58
49756	Regres— al navegador	10/04/21 16:58
49194	[PaperTwo] Acceso permitido 	10/04/21 16:58
49703	[PaperTwo] Acceso permitido 	10/04/21 16:58
50597	Regres— al navegador	10/04/21 16:58
50862	[PaperTwo] Acceso permitido 	10/04/21 16:58
50597	Salida del navegador	10/04/21 16:58
49321	[PaperTwo] Acceso permitido 	10/04/21 16:58
49824	[PaperTwo] Acceso permitido 	10/04/21 16:58
50862	Salida del navegador	10/04/21 16:58
49194	Salida del navegador	10/04/21 16:58
49629	[Login] Acceso concedido---sin Azure	10/04/21 16:58
49194	Regres— al navegador	10/04/21 16:58
50862	Regres— al navegador	10/04/21 16:58
49321	Cambio de pesta–a	10/04/21 16:58
49194	Salida del navegador	10/04/21 16:58
49390	Regres— al navegador	10/04/21 16:58
49194	Regres— al navegador	10/04/21 16:58
50769	Cambio de URL	10/04/21 16:59
50769	Cambio de pesta–a	10/04/21 16:59
49840	Cambio de pesta–a	10/04/21 16:59
50769	Salida del navegador	10/04/21 16:59
50769	Cambio de URL	10/04/21 16:59
49242	Regres— al navegador	10/04/21 16:59
49840	Cambio de pesta–a	10/04/21 16:59
49455	Cambio de pesta–a	10/04/21 16:59
49321	Cambio de pesta–a	10/04/21 16:59
50769	Cambio de URL	10/04/21 16:59
50769	Cambio de URL	10/04/21 16:59
49868	Regres— al navegador	10/04/21 16:59
49455	Cambio de pesta–a	10/04/21 16:59
50597	Regres— al navegador	10/04/21 16:59
50769	Creo una nueva pestana	10/04/21 16:59
49840	Cambio de pesta–a	10/04/21 16:59
50769	Cambio de pesta–a	10/04/21 16:59
49300	[PaperTwo] Acceso permitido 	10/04/21 16:59
49868	Regres— al navegador	10/04/21 16:59
50597	Salida del navegador	10/04/21 16:59
49455	Cambio de pesta–a	10/04/21 16:59
49868	[PaperTwo] Acceso permitido 	10/04/21 16:59
49160	Salida del navegador	10/04/21 16:59
49868	Regres— al navegador	10/04/21 16:59
49242	[PaperTwo] Acceso permitido 	10/04/21 16:59
50303	Salida del navegador	10/04/21 16:59
50303	Regres— al navegador	10/04/21 16:59
49868	Regres— al navegador	10/04/21 16:59
49840	Cambio de pesta–a	10/04/21 16:59
50303	Salida del navegador	10/04/21 16:59
50303	Regres— al navegador	10/04/21 16:59
49160	[PaperTwo] Acceso permitido 	10/04/21 16:59
50303	Salida del navegador	10/04/21 16:59
50303	Regres— al navegador	10/04/21 16:59
50303	Salida del navegador	10/04/21 17:00
50303	Regres— al navegador	10/04/21 17:00
49840	Cambio de pesta–a	10/04/21 17:00
50382	[PaperTwo] Acceso permitido 	10/04/21 17:00
50597	Regres— al navegador	10/04/21 17:00
50303	Salida del navegador	10/04/21 17:00
50303	Regres— al navegador	10/04/21 17:00
50303	Salida del navegador	10/04/21 17:00
50303	Regres— al navegador	10/04/21 17:00
50862	Salida del navegador	10/04/21 17:00
50862	Regres— al navegador	10/04/21 17:00
49840	Cambio de pesta–a	10/04/21 17:00
49160	Regres— al navegador	10/04/21 17:00
50303	Salida del navegador	10/04/21 17:00
50303	Regres— al navegador	10/04/21 17:00
49269	Salida del navegador	10/04/21 17:00
49840	Cambio de pesta–a	10/04/21 17:00
49455	Cambio de pesta–a	10/04/21 17:00
50303	Salida del navegador	10/04/21 17:00
50303	Regres— al navegador	10/04/21 17:00
50769	Regres— al navegador	10/04/21 17:00
49600	[PaperTwo] Acceso permitido 	10/04/21 17:00
49840	Cambio de pesta–a	10/04/21 17:00
50769	Cambio de pesta–a	10/04/21 17:00
50769	Salida del navegador	10/04/21 17:00
50769	Cambio de pesta–a	10/04/21 17:00
49342	[PaperTwo] Acceso permitido 	10/04/21 17:01
49840	Cambio de pesta–a	10/04/21 17:01
49840	Cambio de pesta–a	10/04/21 17:01
49671	Regres— al navegador	10/04/21 17:01
49455	Cambio de pesta–a	10/04/21 17:01
49545	Regres— al navegador	10/04/21 17:01
50615	Regres— al navegador	10/04/21 17:01
50615	Salida del navegador	10/04/21 17:01
49599	Salida del navegador	10/04/21 17:01
49599	Regres— al navegador	10/04/21 17:01
49455	Cambio de pesta–a	10/04/21 17:01
50615	Regres— al navegador	10/04/21 17:01
49497	[PaperTwo] Acceso permitido 	10/04/21 17:01
49971	[PaperTwo] Acceso permitido 	10/04/21 17:01
49263	[PaperTwo] Acceso permitido 	10/04/21 17:01
49406	[PaperTwo] Acceso permitido 	10/04/21 17:01
49896	[PaperTwo] Acceso permitido 	10/04/21 17:01
49599	Regres— al navegador	10/04/21 17:01
49585	Salida del navegador	10/04/21 17:01
49585	Cambio de pesta–a	10/04/21 17:01
49599	Salida del navegador	10/04/21 17:01
49756	Salida del navegador	10/04/21 17:01
49585	Cambio de pesta–a	10/04/21 17:01
49756	Regres— al navegador	10/04/21 17:01
49585	Cambio de pesta–a	10/04/21 17:01
49585	Cambio de pesta–a	10/04/21 17:01
49756	Salida del navegador	10/04/21 17:01
49756	Regres— al navegador	10/04/21 17:01
49789	[PaperTwo] Acceso permitido 	10/04/21 17:01
49810	Cambio de pesta–a	10/04/21 17:01
49810	Salida del navegador	10/04/21 17:01
49756	Salida del navegador	10/04/21 17:01
49756	Regres— al navegador	10/04/21 17:01
49810	Cambio de pesta–a	10/04/21 17:01
49810	Cambio de pesta–a	10/04/21 17:01
49810	Creo una nueva pestana	10/04/21 17:02
49810	Cambio de pesta–a	10/04/21 17:02
50326	[PaperTwo] Acceso permitido 	10/04/21 17:02
49810	Cambio de pesta–a	10/04/21 17:02
49599	Salida del navegador	10/04/21 17:02
49599	Regres— al navegador	10/04/21 17:02
50862	Salida del navegador	10/04/21 17:02
50862	Regres— al navegador	10/04/21 17:02
50303	Regres— al navegador	10/04/21 17:02
50303	Salida del navegador	10/04/21 17:02
50862	Salida del navegador	10/04/21 17:02
49756	Salida del navegador	10/04/21 17:02
50615	Salida del navegador	10/04/21 17:02
50597	Salida del navegador	10/04/21 17:02
50597	Regres— al navegador	10/04/21 17:02
50597	Cambio de URL	10/04/21 17:02
50615	Regres— al navegador	10/04/21 17:02
50597	Salida del navegador	10/04/21 17:02
50597	Cambio de URL	10/04/21 17:02
49756	Regres— al navegador	10/04/21 17:02
50862	Regres— al navegador	10/04/21 17:02
50769	Regres— al navegador	10/04/21 17:02
49262	[PaperTwo] Acceso permitido 	10/04/21 17:02
49756	Salida del navegador	10/04/21 17:02
49756	Regres— al navegador	10/04/21 17:02
49545	Salida del navegador	10/04/21 17:02
49402	[PaperTwo] Acceso permitido 	10/04/21 17:02
50615	Salida del navegador	10/04/21 17:02
50615	Regres— al navegador	10/04/21 17:02
50615	Salida del navegador	10/04/21 17:02
49545	Regres— al navegador	10/04/21 17:02
49186	[PaperTwo] Acceso permitido 	10/04/21 17:02
49810	Regres— al navegador	10/04/21 17:02
49647	[PaperTwo] Acceso permitido 	10/04/21 17:02
49600	[PaperTwo] Acceso permitido 	10/04/21 17:02
50303	[PaperTwo] Acceso permitido 	10/04/21 17:02
50615	Regres— al navegador	10/04/21 17:02
49671	[PaperTwo] Acceso permitido 	10/04/21 17:02
49297	[PaperTwo] Acceso permitido 	10/04/21 17:02
50597	Regres— al navegador	10/04/21 17:02
49264	[PaperTwo] Acceso permitido 	10/04/21 17:02
49840	Cambio de pesta–a	10/04/21 17:02
49840	Cambio de pesta–a	10/04/21 17:02
50615	[PaperTwo] Acceso permitido 	10/04/21 17:03
49545	Salida del navegador	10/04/21 17:03
49545	Cambio de pesta–a	10/04/21 17:03
49756	[PaperTwo] Acceso permitido 	10/04/21 17:03
49545	Regres— al navegador	10/04/21 17:03
49545	Salida del navegador	10/04/21 17:03
49545	Cambio de pesta–a	10/04/21 17:03
50597	[PaperTwo] Acceso permitido 	10/04/21 17:03
49840	Cambio de pesta–a	10/04/21 17:03
49810	Regres— al navegador	10/04/21 17:03
49810	Salida del navegador	10/04/21 17:03
49840	Cambio de pesta–a	10/04/21 17:03
50769	[PaperTwo] Acceso permitido 	10/04/21 17:04
49585	Regres— al navegador	10/04/21 17:04
49455	Cambio de pesta–a	10/04/21 17:04
49455	Cambio de pesta–a	10/04/21 17:04
49810	Regres— al navegador	10/04/21 17:04
49810	Salida del navegador	10/04/21 17:04
49455	Cambio de pesta–a	10/04/21 17:04
49455	Cambio de pesta–a	10/04/21 17:05
49212	Salida del navegador	10/04/21 17:05
49212	Regres— al navegador	10/04/21 17:05
49585	Salida del navegador	10/04/21 17:05
49545	Regres— al navegador	10/04/21 17:05
49599	Regres— al navegador	10/04/21 17:05
49599	Salida del navegador	10/04/21 17:05
49545	[PaperTwo] Acceso permitido 	10/04/21 17:05
49585	Cambio de pesta–a	10/04/21 17:05
49585	Cambio de pesta–a	10/04/21 17:05
49212	[PaperTwo] Acceso permitido 	10/04/21 17:05
49563	[PaperTwo] Acceso permitido 	10/04/21 17:05
49570	[PaperTwo] Acceso permitido 	10/04/21 17:05
49585	Regres— al navegador	10/04/21 17:06
49455	Cambio de pesta–a	10/04/21 17:06
49690	[PaperTwo] Acceso permitido 	10/04/21 17:06
49390	[PaperTwo] Acceso permitido 	10/04/21 17:06
49455	[PaperTwo] Acceso permitido 	10/04/21 17:06
49585	[PaperTwo] Acceso permitido 	10/04/21 17:06
49551	[PaperTwo] Acceso permitido 	10/04/21 17:06
49840	Cambio de pesta–a	10/04/21 17:06
49721	[PaperTwo] Acceso permitido 	10/04/21 17:06
49629	[PaperTwo] Acceso permitido 	10/04/21 17:06
49810	[PaperTwo] Acceso permitido 	10/04/21 17:06
49840	Cambio de pesta–a	10/04/21 17:06
49840	Cambio de pesta–a	10/04/21 17:07
49840	[PaperTwo] Acceso permitido 	10/04/21 17:07
49599	[PaperTwo] Acceso permitido 	10/04/21 17:07
49585	Salida del navegador	10/04/21 17:08
49585	Regres— al navegador	10/04/21 17:08
49585	[PaperTwo] Acceso permitido 	10/04/21 17:08
49850	Salida del navegador	10/04/21 17:10
49850	Regres— al navegador	10/04/21 17:10
49850	Salida del navegador	10/04/21 17:10
49850	Cambio de pesta–a	10/04/21 17:10
49850	Cambio de pesta–a	10/04/21 17:10
49850	Creo una nueva pestana	10/04/21 17:10
49850	Cambio de URL	10/04/21 17:10
49850	Cambio de URL	10/04/21 17:10
49850	Cambio de URL	10/04/21 17:10
49850	Cambio de URL	10/04/21 17:10
49850	Cambio de URL	10/04/21 17:11
49850	Creo una nueva pestana	10/04/21 17:11
49850	Cambio de pesta–a	10/04/21 17:11
49850	Regres— al navegador	10/04/21 17:11
49850	Cambio de pesta–a	10/04/21 17:11
49850	Salida del navegador	10/04/21 17:11
49850	Cambio de pesta–a	10/04/21 17:11
49850	Regres— al navegador	10/04/21 17:13
49850	Salida del navegador	10/04/21 17:13
49850	Cambio de pesta–a	10/04/21 17:13
49850	Cambio de pesta–a	10/04/21 17:13
49850	Regres— al navegador	10/04/21 17:15
49850	Creo una nueva pestana	10/04/21 17:16
49850	Cambio de pesta–a	10/04/21 17:16
49850	Salida del navegador	10/04/21 17:16
49850	Regres— al navegador	10/04/21 17:16
49850	Salida del navegador	10/04/21 17:16
49850	Regres— al navegador	10/04/21 17:16
49850	Salida del navegador	10/04/21 17:16
49850	Cambio de pesta–a	10/04/21 17:16
49850	Cambio de pesta–a	10/04/21 17:16
49194	Salida del navegador	10/04/21 17:17
49194	Regres— al navegador	10/04/21 17:17
49850	Cambio de pesta–a	10/04/21 17:17
49850	Cambio de pesta–a	10/04/21 17:17
49850	Cambio de pesta–a	10/04/21 17:17
49850	Regres— al navegador	10/04/21 17:17
49850	Salida del navegador	10/04/21 17:18
49850	Cambio de pesta–a	10/04/21 17:18
49850	Cambio de pesta–a	10/04/21 17:18
49850	[PaperTwo] Acceso permitido 	10/04/21 17:19
49850	Regres— al navegador	10/04/21 17:19
49551	Salida del navegador	10/04/21 17:19
49551	Regres— al navegador	10/04/21 17:19
49756	Salida del navegador	10/04/21 17:21
49756	Regres— al navegador	10/04/21 17:21
49922	[PaperTwo] Acceso permitido 	10/04/21 17:22
49551	Salida del navegador	10/04/21 17:23
49551	Regres— al navegador	10/04/21 17:23
49913	Cambio de pesta–a	10/04/21 17:27
50862	Salida del navegador	10/04/21 17:35
49868	Regres— al navegador	10/04/21 17:36
49868	Regres— al navegador	10/04/21 17:36
49690	Salida del navegador	10/04/21 17:36
49297	Regres— al navegador	10/04/21 17:37
49690	Regres— al navegador	10/04/21 17:40
50862	Regres— al navegador	10/04/21 17:42
49840	Cambio de pesta–a	10/04/21 17:46
49840	Cambio de pesta–a	10/04/21 17:46
49840	Cambio de pesta–a	10/04/21 17:46
49840	Cambio de pesta–a	10/04/21 17:46
49756	Salida del navegador	10/04/21 17:47
49756	Regres— al navegador	10/04/21 17:47
49756	Salida del navegador	10/04/21 17:47
49756	Regres— al navegador	10/04/21 17:48
50769	Salida del navegador	10/04/21 17:50
49850	Cambio de pesta–a	10/04/21 17:51
49850	Salida del navegador	10/04/21 17:51
50769	Regres— al navegador	10/04/21 17:53
49850	Regres— al navegador	10/04/21 18:04
49850	Salida del navegador	10/04/21 18:04
49850	Regres— al navegador	10/04/21 18:04
49850	Cambio de URL	10/04/21 18:04
49850	Creo una nueva pestana	10/04/21 18:04
49850	Cambio de pesta–a	10/04/21 18:04
49850	Salida del navegador	10/04/21 18:04
49850	Regres— al navegador	10/04/21 18:05
49881	Creo una nueva pestana	10/04/21 18:08
49881	Regres— al navegador	10/04/21 18:08
49881	Cambio de pesta–a	10/04/21 18:08
49881	Salida del navegador	10/04/21 18:09
